symbol,date,close,open,volume,low,high,adjclose
2800.HK,2020-01-02,28.700000762939453,28.5,95691450.0,28.399999618530273,28.75,28.700000762939453
2800.HK,2020-01-03,28.649999618530273,29.0,112058500.0,28.600000381469727,29.100000381469727,28.649999618530273
2800.HK,2020-01-06,28.450000762939453,28.450000762939453,107027600.0,28.200000762939453,28.600000381469727,28.450000762939453
2800.HK,2020-01-07,28.450000762939453,28.549999237060547,54893920.0,28.399999618530273,28.700000762939453,28.450000762939453
2800.HK,2020-01-08,28.25,28.100000381469727,142130400.0,28.0,28.399999618530273,28.25
2800.HK,2020-01-09,28.799999237060547,28.549999237060547,67247490.0,28.5,28.799999237060547,28.799999237060547
2800.HK,2020-01-10,28.799999237060547,28.850000381469727,69392720.0,28.649999618530273,28.899999618530273,28.799999237060547
2800.HK,2020-01-13,29.149999618530273,28.899999618530273,102474300.0,28.850000381469727,29.200000762939453,29.149999618530273
2800.HK,2020-01-14,29.049999237060547,29.350000381469727,120942300.0,29.0,29.350000381469727,29.049999237060547
2800.HK,2020-01-15,28.950000762939453,29.100000381469727,86418870.0,28.799999237060547,29.200000762939453,28.950000762939453
2800.HK,2020-01-16,29.0,29.0,85179530.0,28.899999618530273,29.200000762939453,29.0
2800.HK,2020-01-17,29.200000762939453,29.149999618530273,49843730.0,29.0,29.299999237060547,29.200000762939453
2800.HK,2020-01-20,28.950000762939453,29.299999237060547,89520660.0,28.950000762939453,29.350000381469727,28.950000762939453
2800.HK,2020-01-21,28.149999618530273,28.799999237060547,155784500.0,28.149999618530273,28.799999237060547,28.149999618530273
2800.HK,2020-01-22,28.549999237060547,28.299999237060547,110731600.0,28.100000381469727,28.600000381469727,28.549999237060547
2800.HK,2020-01-23,28.0,28.25,143550900.0,27.850000381469727,28.299999237060547,28.0
2800.HK,2020-01-24,28.100000381469727,28.0,32397560.0,27.950000762939453,28.149999618530273,28.100000381469727
2800.HK,2020-01-29,27.299999237060547,27.25,101137100.0,27.25,27.549999237060547,27.299999237060547
2800.HK,2020-01-30,26.649999618530273,27.200000762939453,106728200.0,26.5,27.350000381469727,26.649999618530273
2800.HK,2020-01-31,26.5,26.899999618530273,98950650.0,26.450000762939453,27.0,26.5
2800.HK,2020-02-03,26.5,26.399999618530273,120022800.0,26.299999237060547,26.700000762939453,26.5
2800.HK,2020-02-04,26.850000381469727,26.649999618530273,114514400.0,26.600000381469727,26.899999618530273,26.850000381469727
2800.HK,2020-02-05,26.950000762939453,27.049999237060547,143123800.0,26.799999237060547,27.100000381469727,26.950000762939453
2800.HK,2020-02-06,27.700000762939453,27.100000381469727,151770100.0,27.100000381469727,27.850000381469727,27.700000762939453
2800.HK,2020-02-07,27.549999237060547,27.5,86692760.0,27.399999618530273,27.600000381469727,27.549999237060547
2800.HK,2020-02-10,27.399999618530273,27.25,104720300.0,27.200000762939453,27.5,27.399999618530273
2800.HK,2020-02-11,27.75,27.649999618530273,86362860.0,27.600000381469727,27.899999618530273,27.75
2800.HK,2020-02-12,28.049999237060547,27.899999618530273,94604800.0,27.799999237060547,28.100000381469727,28.049999237060547
2800.HK,2020-02-13,27.950000762939453,28.049999237060547,54798570.0,27.850000381469727,28.100000381469727,27.950000762939453
2800.HK,2020-02-14,28.0,27.899999618530273,55702170.0,27.899999618530273,28.200000762939453,28.0
2800.HK,2020-02-17,28.149999618530273,28.0,115686000.0,27.950000762939453,28.25,28.149999618530273
2800.HK,2020-02-18,27.700000762939453,27.950000762939453,83984890.0,27.700000762939453,27.950000762939453,27.700000762939453
2800.HK,2020-02-19,27.850000381469727,27.75,105140300.0,27.700000762939453,27.950000762939453,27.850000381469727
2800.HK,2020-02-20,27.75,27.950000762939453,62147220.0,27.549999237060547,28.0,27.75
2800.HK,2020-02-21,27.5,27.600000381469727,60029730.0,27.450000762939453,27.649999618530273,27.5
2800.HK,2020-02-24,27.049999237060547,27.350000381469727,169033000.0,26.950000762939453,27.350000381469727,27.049999237060547
2800.HK,2020-02-25,27.100000381469727,26.899999618530273,122948000.0,26.850000381469727,27.100000381469727,27.100000381469727
2800.HK,2020-02-26,26.950000762939453,26.700000762939453,144047900.0,26.649999618530273,26.950000762939453,26.950000762939453
2800.HK,2020-02-27,27.149999618530273,26.75,136083200.0,26.649999618530273,27.149999618530273,27.149999618530273
2800.HK,2020-02-28,26.450000762939453,26.5,185048100.0,26.200000762939453,26.600000381469727,26.450000762939453
2800.HK,2020-03-02,26.649999618530273,26.350000381469727,95848240.0,26.350000381469727,26.700000762939453,26.649999618530273
2800.HK,2020-03-03,26.600000381469727,27.0,102995500.0,26.5,27.0,26.600000381469727
2800.HK,2020-03-04,26.549999237060547,26.600000381469727,91543400.0,26.25,26.700000762939453,26.549999237060547
2800.HK,2020-03-05,27.049999237060547,26.600000381469727,97493040.0,26.549999237060547,27.100000381469727,27.049999237060547
2800.HK,2020-03-06,26.5,26.75,60076830.0,26.299999237060547,26.75,26.5
2800.HK,2020-03-09,25.450000762939453,26.0,89828340.0,25.299999237060547,26.0,25.450000762939453
2800.HK,2020-03-10,25.700000762939453,25.549999237060547,70895800.0,25.25,25.899999618530273,25.700000762939453
2800.HK,2020-03-11,25.600000381469727,25.799999237060547,44638820.0,25.399999618530273,25.799999237060547,25.600000381469727
2800.HK,2020-03-12,24.649999618530273,25.200000762939453,130019300.0,24.450000762939453,25.299999237060547,24.649999618530273
2800.HK,2020-03-13,24.350000381469727,23.5,97758110.0,22.799999237060547,24.549999237060547,24.350000381469727
2800.HK,2020-03-16,23.5,23.700000762939453,119235100.0,23.100000381469727,23.950000762939453,23.5
2800.HK,2020-03-17,23.600000381469727,23.5,129553500.0,22.950000762939453,23.799999237060547,23.600000381469727
2800.HK,2020-03-18,22.649999618530273,23.399999618530273,104223400.0,22.399999618530273,23.75,22.649999618530273
2800.HK,2020-03-19,22.0,22.600000381469727,124290300.0,21.350000381469727,22.75,22.0
2800.HK,2020-03-20,23.100000381469727,22.450000762939453,55333760.0,22.450000762939453,23.100000381469727,23.100000381469727
2800.HK,2020-03-23,22.0,21.950000762939453,65169670.0,21.899999618530273,22.350000381469727,22.0
2800.HK,2020-03-24,23.049999237060547,22.75,71232550.0,22.649999618530273,23.049999237060547,23.049999237060547
2800.HK,2020-03-25,23.799999237060547,23.5,87995500.0,23.299999237060547,23.950000762939453,23.799999237060547
2800.HK,2020-03-26,23.600000381469727,23.549999237060547,70464820.0,23.399999618530273,23.850000381469727,23.600000381469727
2800.HK,2020-03-27,23.75,24.100000381469727,96234840.0,23.600000381469727,24.149999618530273,23.75
2800.HK,2020-03-30,23.399999618530273,23.25,112256700.0,23.200000762939453,23.75,23.399999618530273
2800.HK,2020-03-31,23.850000381469727,23.799999237060547,60197530.0,23.5,23.950000762939453,23.850000381469727
2800.HK,2020-04-01,23.299999237060547,23.549999237060547,79926470.0,23.149999618530273,23.850000381469727,23.299999237060547
2800.HK,2020-04-02,23.5,23.0,44149740.0,22.950000762939453,23.5,23.5
2800.HK,2020-04-03,23.450000762939453,23.399999618530273,34328240.0,23.25,23.5,23.450000762939453
2800.HK,2020-04-06,23.950000762939453,23.799999237060547,44548470.0,23.5,24.100000381469727,23.950000762939453
2800.HK,2020-04-07,24.5,24.299999237060547,89159300.0,24.0,24.549999237060547,24.5
2800.HK,2020-04-08,24.200000762939453,24.350000381469727,69780880.0,24.049999237060547,24.450000762939453,24.200000762939453
2800.HK,2020-04-09,24.5,24.399999618530273,68922530.0,24.25,24.600000381469727,24.5
2800.HK,2020-04-14,24.700000762939453,24.5,43768030.0,24.5,24.799999237060547,24.700000762939453
2800.HK,2020-04-15,24.299999237060547,24.75,78414490.0,24.25,24.899999618530273,24.299999237060547
2800.HK,2020-04-16,24.25,24.200000762939453,82430260.0,24.049999237060547,24.350000381469727,24.25
2800.HK,2020-04-17,24.549999237060547,24.700000762939453,99014430.0,24.5,24.950000762939453,24.549999237060547
2800.HK,2020-04-20,24.600000381469727,24.600000381469727,93356460.0,24.399999618530273,24.75,24.600000381469727
2800.HK,2020-04-21,24.0,24.450000762939453,87513040.0,23.850000381469727,24.5,24.0
2800.HK,2020-04-22,24.100000381469727,23.75,108986600.0,23.649999618530273,24.200000762939453,24.100000381469727
2800.HK,2020-04-23,24.149999618530273,24.200000762939453,95814390.0,24.0,24.350000381469727,24.149999618530273
2800.HK,2020-04-24,24.049999237060547,24.100000381469727,60422790.0,23.950000762939453,24.200000762939453,24.049999237060547
2800.HK,2020-04-27,24.5,24.299999237060547,70193900.0,24.299999237060547,24.600000381469727,24.5
2800.HK,2020-04-28,24.75,24.549999237060547,52651760.0,24.299999237060547,24.799999237060547,24.75
2800.HK,2020-04-29,24.75,24.850000381469727,86205340.0,24.700000762939453,25.049999237060547,24.75
2800.HK,2020-05-04,23.75,24.0,69311050.0,23.700000762939453,24.0,23.75
2800.HK,2020-05-05,24.0,23.850000381469727,46857950.0,23.799999237060547,24.100000381469727,24.0
2800.HK,2020-05-06,24.350000381469727,23.950000762939453,82705890.0,23.950000762939453,24.399999618530273,24.350000381469727
2800.HK,2020-05-07,24.149999618530273,24.200000762939453,47857280.0,24.049999237060547,24.25,24.149999618530273
2800.HK,2020-05-08,24.399999618530273,24.350000381469727,73225290.0,24.25,24.450000762939453,24.399999618530273
2800.HK,2020-05-11,24.799999237060547,24.600000381469727,75152410.0,24.600000381469727,24.950000762939453,24.799999237060547
2800.HK,2020-05-12,24.450000762939453,24.549999237060547,65784720.0,24.25,24.600000381469727,24.450000762939453
2800.HK,2020-05-13,24.350000381469727,24.25,73324050.0,24.149999618530273,24.549999237060547,24.350000381469727
2800.HK,2020-05-14,24.0,24.25,65820410.0,23.950000762939453,24.25,24.0
2800.HK,2020-05-15,24.0,24.0,89797010.0,23.850000381469727,24.200000762939453,24.0
2800.HK,2020-05-18,24.200000762939453,23.950000762939453,42696140.0,23.899999618530273,24.200000762939453,24.200000762939453
2800.HK,2020-05-19,24.600000381469727,24.600000381469727,60472570.0,24.5,24.799999237060547,24.600000381469727
2800.HK,2020-05-20,24.649999618530273,24.600000381469727,52810060.0,24.5,24.75,24.649999618530273
2800.HK,2020-05-21,24.450000762939453,24.700000762939453,64763330.0,24.399999618530273,24.75,24.450000762939453
2800.HK,2020-05-22,23.149999618530273,24.049999237060547,174610300.0,23.049999237060547,24.049999237060547,23.149999618530273
2800.HK,2020-05-25,23.149999618530273,23.0,110547300.0,22.75,23.25,23.149999618530273
2800.HK,2020-05-26,23.649999618530273,23.399999618530273,149869900.0,23.399999618530273,23.75,23.649999618530273
2800.HK,2020-05-27,23.5,23.75,96003770.0,23.350000381469727,23.75,23.5
2800.HK,2020-05-28,23.350000381469727,23.350000381469727,208391400.0,23.0,23.700000762939453,23.350000381469727
2800.HK,2020-05-29,23.200000762939453,23.0,155968200.0,23.0,23.350000381469727,23.200000762939453
2800.HK,2020-06-01,23.979999542236328,23.799999237060547,122753100.0,23.799999237060547,24.1200008392334,23.979999542236328
2800.HK,2020-06-02,24.260000228881836,24.020000457763672,176613500.0,24.0,24.299999237060547,24.260000228881836
2800.HK,2020-06-03,24.68000030517578,24.68000030517578,124125700.0,24.540000915527344,24.719999313354492,24.68000030517578
2800.HK,2020-06-04,24.719999313354492,24.940000534057617,156556500.0,24.579999923706055,24.979999542236328,24.719999313354492
2800.HK,2020-06-05,25.139999389648438,24.719999313354492,115610800.0,24.639999389648438,25.219999313354492,25.139999389648438
2800.HK,2020-06-08,25.139999389648438,25.34000015258789,114933900.0,25.059999465942383,25.420000076293945,25.139999389648438
2800.HK,2020-06-09,25.440000534057617,25.260000228881836,67431360.0,25.219999313354492,25.639999389648438,25.440000534057617
2800.HK,2020-06-10,25.459999084472656,25.479999542236328,129640100.0,25.360000610351562,25.719999313354492,25.459999084472656
2800.HK,2020-06-11,24.860000610351562,25.459999084472656,128960000.0,24.860000610351562,25.479999542236328,24.860000610351562
2800.HK,2020-06-12,24.700000762939453,24.3799991607666,65212850.0,24.299999237060547,24.739999771118164,24.700000762939453
2800.HK,2020-06-15,24.200000762939453,24.420000076293945,67236360.0,24.059999465942383,24.65999984741211,24.200000762939453
2800.HK,2020-06-16,24.799999237060547,24.739999771118164,54592590.0,24.700000762939453,24.940000534057617,24.799999237060547
2800.HK,2020-06-17,24.899999618530273,24.780000686645508,38810660.0,24.579999923706055,24.940000534057617,24.899999618530273
2800.HK,2020-06-18,24.8799991607666,24.799999237060547,34244290.0,24.5,24.8799991607666,24.8799991607666
2800.HK,2020-06-19,25.059999465942383,24.860000610351562,64024140.0,24.719999313354492,25.200000762939453,25.059999465942383
2800.HK,2020-06-22,25.0,24.979999542236328,42924170.0,24.84000015258789,25.100000381469727,25.0
2800.HK,2020-06-23,25.360000610351562,24.979999542236328,69170630.0,24.6200008392334,25.3799991607666,25.360000610351562
2800.HK,2020-06-24,25.239999771118164,25.520000457763672,41065890.0,25.239999771118164,25.559999465942383,25.239999771118164
2800.HK,2020-06-26,25.0,25.100000381469727,39282350.0,25.0,25.219999313354492,25.0
2800.HK,2020-06-29,24.760000228881836,25.0,70949430.0,24.559999465942383,25.079999923706055,24.760000228881836
2800.HK,2020-06-30,24.899999618530273,25.0,47687360.0,24.719999313354492,25.079999923706055,24.899999618530273
2800.HK,2020-07-02,25.700000762939453,25.239999771118164,56071000.0,25.239999771118164,25.739999771118164,25.700000762939453
2800.HK,2020-07-06,26.940000534057617,26.139999389648438,164419200.0,26.139999389648438,27.100000381469727,26.940000534057617
2800.HK,2020-07-07,26.639999389648438,27.18000030517578,112920300.0,26.579999923706055,27.459999084472656,26.639999389648438
2800.HK,2020-07-08,26.739999771118164,26.760000228881836,67476610.0,26.559999465942383,27.0,26.739999771118164
2800.HK,2020-07-09,26.8799991607666,26.979999542236328,39781160.0,26.68000030517578,27.059999465942383,26.8799991607666
2800.HK,2020-07-10,26.34000015258789,26.600000381469727,68037040.0,26.219999313354492,26.81999969482422,26.34000015258789
2800.HK,2020-07-13,26.479999542236328,26.5,35898160.0,26.399999618530273,26.780000686645508,26.479999542236328
2800.HK,2020-07-14,26.15999984741211,26.360000610351562,50108480.0,25.920000076293945,26.360000610351562,26.15999984741211
2800.HK,2020-07-15,26.18000030517578,26.479999542236328,57137180.0,25.979999542236328,26.579999923706055,26.18000030517578
2800.HK,2020-07-16,25.65999984741211,26.18000030517578,52858070.0,25.579999923706055,26.280000686645508,25.65999984741211
2800.HK,2020-07-17,25.799999237060547,25.81999969482422,48186100.0,25.68000030517578,25.940000534057617,25.799999237060547
2800.HK,2020-07-20,25.719999313354492,25.780000686645508,43464010.0,25.399999618530273,25.8799991607666,25.719999313354492
2800.HK,2020-07-21,26.280000686645508,26.079999923706055,31669930.0,26.020000457763672,26.280000686645508,26.280000686645508
2800.HK,2020-07-22,25.68000030517578,26.239999771118164,132662200.0,25.68000030517578,26.459999084472656,25.68000030517578
2800.HK,2020-07-23,25.899999618530273,25.81999969482422,18536300.0,25.639999389648438,26.0,25.899999618530273
2800.HK,2020-07-24,25.360000610351562,25.739999771118164,50411460.0,25.260000228881836,25.799999237060547,25.360000610351562
2800.HK,2020-07-27,25.360000610351562,25.559999465942383,44898680.0,25.200000762939453,25.65999984741211,25.360000610351562
2800.HK,2020-07-28,25.459999084472656,25.600000381469727,30236270.0,25.34000015258789,25.6200008392334,25.459999084472656
2800.HK,2020-07-29,25.520000457763672,25.459999084472656,23270480.0,25.34000015258789,25.579999923706055,25.520000457763672
2800.HK,2020-07-30,25.34000015258789,25.600000381469727,63944450.0,25.260000228881836,25.8799991607666,25.34000015258789
2800.HK,2020-07-31,25.260000228881836,25.3799991607666,45245850.0,25.200000762939453,25.639999389648438,25.260000228881836
2800.HK,2020-08-03,25.1200008392334,25.260000228881836,34523570.0,24.899999618530273,25.280000686645508,25.1200008392334
2800.HK,2020-08-04,25.6200008392334,25.299999237060547,42005920.0,25.200000762939453,25.760000228881836,25.6200008392334
2800.HK,2020-08-05,25.799999237060547,25.700000762939453,41502810.0,25.540000915527344,25.860000610351562,25.799999237060547
2800.HK,2020-08-06,25.600000381469727,25.84000015258789,47394780.0,25.280000686645508,25.8799991607666,25.600000381469727
2800.HK,2020-08-07,25.18000030517578,25.559999465942383,50509750.0,24.84000015258789,25.559999465942383,25.18000030517578
2800.HK,2020-08-10,25.100000381469727,25.0,34776260.0,24.920000076293945,25.18000030517578,25.100000381469727
2800.HK,2020-08-11,25.559999465942383,25.239999771118164,45879020.0,25.239999771118164,25.700000762939453,25.559999465942383
2800.HK,2020-08-12,25.8799991607666,25.5,65729270.0,25.34000015258789,25.979999542236328,25.8799991607666
2800.HK,2020-08-13,25.899999618530273,26.040000915527344,64156890.0,25.799999237060547,26.139999389648438,25.899999618530273
2800.HK,2020-08-14,25.81999969482422,25.8799991607666,65480830.0,25.739999771118164,26.059999465942383,25.81999969482422
2800.HK,2020-08-17,26.0,25.860000610351562,80995610.0,25.860000610351562,26.280000686645508,26.0
2800.HK,2020-08-18,26.020000457763672,26.059999465942383,57547900.0,25.920000076293945,26.139999389648438,26.020000457763672
2800.HK,2020-08-19,25.8799991607666,26.0,23154640.0,25.760000228881836,26.040000915527344,25.8799991607666
2800.HK,2020-08-20,25.440000534057617,25.700000762939453,71184460.0,25.280000686645508,25.700000762939453,25.440000534057617
2800.HK,2020-08-21,25.780000686645508,25.600000381469727,55746560.0,25.559999465942383,25.8799991607666,25.780000686645508
2800.HK,2020-08-24,26.18000030517578,25.979999542236328,88492780.0,25.979999542236328,26.260000228881836,26.18000030517578
2800.HK,2020-08-25,26.15999984741211,26.280000686645508,61338340.0,26.040000915527344,26.299999237060547,26.15999984741211
2800.HK,2020-08-26,26.1200008392334,26.18000030517578,36487010.0,26.020000457763672,26.299999237060547,26.1200008392334
2800.HK,2020-08-27,25.959999084472656,26.15999984741211,55921650.0,25.8799991607666,26.219999313354492,25.959999084472656
2800.HK,2020-08-28,26.1200008392334,25.940000534057617,97626550.0,25.940000534057617,26.5,26.1200008392334
2800.HK,2020-08-31,25.84000015258789,26.299999237060547,95589600.0,25.84000015258789,26.559999465942383,25.84000015258789
2800.HK,2020-09-01,25.8799991607666,25.899999618530273,63275140.0,25.639999389648438,26.0,25.8799991607666
2800.HK,2020-09-02,25.81999969482422,25.899999618530273,79730590.0,25.639999389648438,25.979999542236328,25.81999969482422
2800.HK,2020-09-03,25.719999313354492,25.780000686645508,66067340.0,25.579999923706055,25.979999542236328,25.719999313354492
2800.HK,2020-09-04,25.520000457763672,25.479999542236328,142764400.0,25.219999313354492,25.600000381469727,25.520000457763672
2800.HK,2020-09-07,25.440000534057617,25.3799991607666,92890900.0,25.239999771118164,25.65999984741211,25.440000534057617
2800.HK,2020-09-08,25.3799991607666,25.520000457763672,109910400.0,25.079999923706055,25.540000915527344,25.3799991607666
2800.HK,2020-09-09,25.239999771118164,25.100000381469727,105657500.0,24.959999084472656,25.280000686645508,25.239999771118164
2800.HK,2020-09-10,25.139999389648438,25.399999618530273,45830870.0,25.059999465942383,25.399999618530273,25.139999389648438
2800.HK,2020-09-11,25.260000228881836,25.139999389648438,46624010.0,25.040000915527344,25.34000015258789,25.260000228881836
2800.HK,2020-09-14,25.399999618530273,25.34000015258789,45188320.0,25.299999237060547,25.520000457763672,25.399999618530273
2800.HK,2020-09-15,25.520000457763672,25.3799991607666,45849720.0,25.360000610351562,25.579999923706055,25.520000457763672
2800.HK,2020-09-16,25.479999542236328,25.540000915527344,40006210.0,25.420000076293945,25.639999389648438,25.479999542236328
2800.HK,2020-09-17,25.1200008392334,25.399999618530273,64867480.0,25.020000457763672,25.479999542236328,25.1200008392334
2800.HK,2020-09-18,25.239999771118164,25.239999771118164,48822380.0,25.079999923706055,25.260000228881836,25.239999771118164
2800.HK,2020-09-21,24.719999313354492,25.239999771118164,124941900.0,24.700000762939453,25.360000610351562,24.719999313354492
2800.HK,2020-09-22,24.5,24.6200008392334,93247370.0,24.440000534057617,24.68000030517578,24.5
2800.HK,2020-09-23,24.520000457763672,24.479999542236328,91849410.0,24.31999969482422,24.579999923706055,24.520000457763672
2800.HK,2020-09-24,24.1200008392334,24.34000015258789,134397000.0,23.979999542236328,24.360000610351562,24.1200008392334
2800.HK,2020-09-25,24.059999465942383,24.219999313354492,77083930.0,23.899999618530273,24.280000686645508,24.059999465942383
